Timestamp,Eye Aspect Ratio
2023-07-15 16:29:34,0.1875
2023-07-15 16:29:34,0.15575344038894653
2023-07-15 16:29:34,0.125
2023-07-15 16:29:34,0.16908465597452388
2023-07-15 16:29:34,0.16
2023-07-15 16:29:34,0.18385510478674116
2023-07-15 16:29:34,0.16666666666666666
2023-07-15 16:29:34,0.1643989873053573
2023-07-15 16:29:34,0.14570690649263465
2023-07-15 16:29:34,0.15164723731214713
2023-07-15 16:29:34,0.16666666666666666
2023-07-15 16:29:34,0.1643989873053573
2023-07-15 16:29:34,0.14570690649263465
2023-07-15 16:29:34,0.12826948783025796
2023-07-15 16:29:34,0.15470396830188898
2023-07-15 16:29:34,0.143131094093438
2023-07-15 16:29:34,0.1875
2023-07-15 16:29:34,0.16374944313243622
2023-07-15 16:29:34,0.14
2023-07-15 16:29:34,0.14466976647913413
2023-07-15 16:29:34,0.16666666666666666
2023-07-15 16:29:34,0.1643989873053573
2023-07-15 16:29:34,0.18246211251235323
2023-07-15 16:29:34,0.18188102150629115
2023-07-15 16:29:34,0.20833333333333334
2023-07-15 16:29:34,0.20819007564955735
2023-07-15 16:29:39,0.22292342365222906
2023-07-15 16:29:39,0.17682617761358982
2023-07-15 16:29:39,0.17617964463487412
2023-07-15 16:29:39,0.20331122226812512
2023-07-15 16:29:39,0.1643989873053573
2023-07-15 16:29:39,0.21361696541085934
2023-07-15 16:29:39,0.24146215808563387
2023-07-15 16:29:39,0.20331122226812512
2023-07-15 16:29:39,0.2
2023-07-15 16:29:39,0.20331122226812512
2023-07-15 16:29:39,0.23059873260722635
2023-07-15 16:29:48,0.19972729071959147
2023-07-15 16:29:48,0.16974581555682858
2023-07-15 16:29:48,0.2059466299796392
2023-07-15 16:29:48,0.16974581555682858
2023-07-15 16:29:48,0.17592538100958696
2023-07-15 16:29:48,0.17663112643729661
2023-07-15 16:29:48,0.19972729071959147
2023-07-15 16:29:48,0.20705019181580334
2023-07-15 16:29:48,0.17891825120972077
2023-07-15 16:29:48,0.15882292097104803
2023-07-15 16:29:48,0.16609095970747995
2023-07-15 16:29:48,0.162852880976769
2023-07-15 16:29:48,0.21871854653089903
2023-07-15 16:29:48,0.20956841107122734
2023-07-15 16:29:48,0.15704758830075358
2023-07-15 16:29:48,0.16374944313243622
2023-07-15 16:29:48,0.1949166368208945
2023-07-15 16:29:48,0.21270122160529986
2023-07-15 16:29:48,0.21172526114494827
2023-07-15 16:29:48,0.18735917477929206
2023-07-15 16:29:48,0.18685232967091492
2023-07-15 16:29:48,0.17761120833134697
2023-07-15 16:29:48,0.24002386656559505
2023-07-15 16:29:48,0.20819007564955735
2023-07-15 16:29:53,0.2122749598489095
2023-07-15 16:29:53,0.20454545454545456
2023-07-15 16:29:53,0.16609095970747995
Timestamp,Eye Aspect Ratio
Timestamp,Eye Aspect Ratio
Timestamp,Eye Aspect Ratio
2023-07-16 09:38:44,0.19108411851099838
2023-07-16 09:38:44,0.1386750490563073
2023-07-16 09:38:44,0.13211933023663935
2023-07-16 09:38:44,0.13063248606829103
2023-07-16 09:38:44,0.17616606585441102
2023-07-16 09:38:44,0.1460515594592465
2023-07-16 09:38:44,0.18093070201573147
2023-07-16 09:38:44,0.14251955000862054
2023-07-16 09:38:44,0.14680505487867587
2023-07-16 09:38:44,0.1515696910399963
2023-07-16 09:38:44,0.20447218324294508
2023-07-16 09:38:44,0.14317582155322586
2023-07-16 09:38:44,0.2055270768301462
2023-07-16 09:38:44,0.17091083136448731
2023-07-16 09:38:45,0.11744404390294069
2023-07-16 09:38:45,0.11043152607484653
2023-07-16 09:38:45,0.12475657231036107
2023-07-16 09:38:45,0.10024476187834032
2023-07-16 09:38:45,0.19786404515604614
2023-07-16 09:38:45,0.19066719485096545
2023-07-16 09:38:45,0.1168412475673972
2023-07-16 09:38:45,0.11094003924504582
2023-07-16 09:38:45,0.14680505487867587
2023-07-16 09:38:45,0.11094003924504582
2023-07-16 09:38:45,0.1941450686788302
2023-07-16 09:38:45,0.18642019437926072
2023-07-16 09:38:45,0.19108411851099838
2023-07-16 09:38:45,0.18474223348429158
2023-07-16 09:38:45,0.17616606585441102
2023-07-16 09:38:45,0.15850088551838723
2023-07-16 09:38:45,0.2139062186164015
2023-07-16 09:38:45,0.1701274315273322
2023-07-16 09:38:45,0.24961508830135312
2023-07-16 09:38:45,0.22257172310433238
2023-07-16 09:38:45,0.2222222222222222
2023-07-16 09:38:45,0.2158132119814573
2023-07-16 09:38:45,0.22426173767603233
2023-07-16 09:38:45,0.2381322242764817
2023-07-16 09:39:05,0.23971772826690166
Timestamp,Eye Aspect Ratio
Timestamp,Eye Aspect Ratio
2023-07-16 09:43:28,0.21347047650771073
2023-07-16 09:43:28,0.1831983729065748
2023-07-16 09:43:28,0.18719105994632887
2023-07-16 09:43:28,0.16127417724876889
2023-07-16 09:43:28,0.2102353324910547
2023-07-16 09:43:28,0.16641005886756874
2023-07-16 09:43:28,0.15767649936829103
2023-07-16 09:43:28,0.1941450686788302
2023-07-16 09:43:28,0.17091083136448731
2023-07-16 09:43:28,0.2102353324910547
2023-07-16 09:43:28,0.2355407651655962
2023-07-16 09:43:28,0.22188007849009164
2023-07-16 09:43:28,0.21259139050877143
2023-07-16 09:43:28,0.23651474905243652
2023-07-16 09:43:28,0.21259139050877143
2023-07-16 09:43:28,0.1656472891122698
2023-07-16 09:43:28,0.17091083136448731
2023-07-16 09:43:28,0.2484709336684047
2023-07-16 09:43:28,0.2158132119814573
2023-07-16 09:43:28,0.2028242685634354
2023-07-16 09:43:28,0.22694573469258858
2023-07-16 09:43:28,0.23971772826690166
2023-07-16 09:43:36,0.18395591592967286
2023-07-16 09:43:36,0.15767649936829103
2023-07-16 09:43:36,0.22188007849009164
2023-07-16 09:43:36,0.18395591592967286
2023-07-16 09:43:36,0.2093695690360855
2023-07-16 09:43:36,0.22388336779724757
2023-07-16 09:43:36,0.2028242685634354
2023-07-16 09:43:36,0.18395591592967286
2023-07-16 09:43:41,0.18822047815984408
2023-07-16 09:43:41,0.23974989306909258
2023-07-16 09:43:41,0.19975046777556893
2023-07-16 09:43:41,0.23944788193665223
2023-07-16 09:43:41,0.2102353324910547
2023-07-16 09:43:41,0.22529441422441898
2023-07-16 09:43:41,0.22564182293382393
2023-07-16 09:43:41,0.19444444444444445
2023-07-16 09:43:41,0.15811388300841897
2023-07-16 09:43:41,0.24235206811450272
2023-07-16 09:43:41,0.20513217183267982
2023-07-16 09:43:41,0.21347047650771073
2023-07-16 09:43:41,0.15767649936829103
2023-07-16 09:43:41,0.18093070201573147
2023-07-16 09:43:41,0.22529441422441898
2023-07-16 09:43:42,0.22529441422441898
2023-07-16 09:43:42,0.22426173767603233
2023-07-16 09:43:42,0.22426173767603233
2023-07-16 09:43:42,0.22803508501982758
2023-07-16 09:43:42,0.23852207234014097
2023-07-16 09:43:42,0.23852207234014097
2023-07-16 09:43:44,0.21347047650771073
2023-07-16 09:43:44,0.21347047650771073
2023-07-16 09:43:44,0.19786404515604614
2023-07-16 09:43:44,0.18421052631578946
2023-07-16 09:43:44,0.20588235294117646
2023-07-16 09:43:44,0.17883353911964264
2023-07-16 09:43:44,0.22564182293382393
2023-07-16 09:43:44,0.23684210526315788
2023-07-16 09:43:44,0.18395591592967286
2023-07-16 09:43:44,0.2102353324910547
2023-07-16 09:43:44,0.22564182293382393
2023-07-16 09:43:44,0.21347047650771073
2023-07-16 09:43:44,0.2102353324910547
2023-07-16 09:43:44,0.18421052631578946
2023-07-16 09:43:44,0.21052631578947367
2023-07-16 09:43:45,0.21052631578947367
2023-07-16 09:43:45,0.2102353324910547
2023-07-16 09:43:45,0.18719105994632887
2023-07-16 09:43:45,0.19864584117574877
2023-07-16 09:43:45,0.22529441422441898
Timestamp,Eye Aspect Ratio
2023-07-16 09:46:47,0.2
2023-07-16 09:46:47,0.20206980493733886
2023-07-16 09:46:47,0.23684210526315788
2023-07-16 09:46:47,0.19026059766179762
2023-07-16 09:46:47,0.21332045841298974
2023-07-16 09:46:47,0.21404317236952233
2023-07-16 09:46:47,0.22634657026178068
2023-07-16 09:46:47,0.22694573469258858
2023-07-16 09:46:47,0.20513217183267982
2023-07-16 09:46:47,0.21503366177851294
2023-07-16 09:46:48,0.23936971912903793
2023-07-16 09:46:51,0.2123507433382009
2023-07-16 09:46:51,0.16286558549611407
2023-07-16 09:46:51,0.18760816441715747
2023-07-16 09:46:51,0.17149858514250885
2023-07-16 09:46:51,0.18516172779406515
2023-07-16 09:46:51,0.22082984659836333
2023-07-16 09:49:02,0.181230682857284
2023-07-16 09:49:02,0.1831983729065748
2023-07-16 09:49:02,0.2162383415785428
2023-07-16 09:49:02,0.2048996144020794
2023-07-16 09:49:02,0.14925557853149837
2023-07-16 09:49:02,0.22634657026178068
2023-07-16 09:49:02,0.1771938751820891
2023-07-16 09:49:02,0.1664780229540729
2023-07-16 09:49:02,0.21858532913759207
2023-07-16 09:49:02,0.1538647306476965
2023-07-16 09:49:02,0.17785546009148928
2023-07-16 09:49:02,0.200830861284057
2023-07-16 09:49:02,0.200830861284057
2023-07-16 09:49:05,0.22529441422441898
2023-07-16 09:49:05,0.22766042320237156
2023-07-16 09:49:05,0.21259139050877143
2023-07-16 09:49:05,0.17460757394239454
2023-07-16 09:49:08,0.1701274315273322
2023-07-16 09:49:08,0.1412811624583021
2023-07-16 09:49:08,0.2222222222222222
2023-07-16 09:49:08,0.21347047650771073
2023-07-16 09:49:08,0.22564182293382393
2023-07-16 09:49:08,0.2028242685634354
2023-07-16 09:49:08,0.22564182293382393
2023-07-16 09:49:08,0.21347047650771073
2023-07-16 09:49:08,0.23974989306909258
2023-07-16 09:49:08,0.24008172698993846
2023-07-16 09:49:08,0.23684210526315788
2023-07-16 09:49:08,0.225
2023-07-16 09:49:08,0.22807764064044153
2023-07-16 09:50:57,0.1990834387225364
2023-07-16 09:50:57,0.2043817550787385
2023-07-16 09:50:57,0.19048869247101796
2023-07-16 09:50:58,0.20103422124662826
2023-07-16 09:50:58,0.1990834387225364
2023-07-16 09:50:58,0.15504341823651058
2023-07-16 09:51:03,0.18540812289164613
2023-07-16 09:51:03,0.16591005676657375
2023-07-16 09:51:03,0.14448340845183177
2023-07-16 09:51:03,0.1361051061084151
2023-07-16 09:51:03,0.18540812289164613
2023-07-16 09:51:03,0.17428046183658297
2023-07-16 09:51:03,0.17428046183658297
2023-07-16 09:51:03,0.16439898730535732
2023-07-16 09:51:03,0.19498881317704092
2023-07-16 09:51:03,0.16286558549611407
2023-07-16 09:51:03,0.16927284226638314
2023-07-16 09:51:03,0.1162476387438193
2023-07-16 09:51:03,0.18760816441715747
2023-07-16 09:51:03,0.21435005469079302
2023-07-16 09:51:03,0.18351772796295168
2023-07-16 09:51:03,0.16286558549611407
2023-07-16 09:51:03,0.16927284226638314
2023-07-16 09:51:03,0.16286558549611407
2023-07-16 09:51:03,0.16286558549611407
2023-07-16 09:51:03,0.16591005676657375
2023-07-16 09:51:03,0.184438033272978
2023-07-16 09:51:03,0.17669649888473704
2023-07-16 11:10:08,0.22529441422441898
2023-07-16 11:10:08,0.22564182293382393
2023-07-16 11:10:08,0.21259139050877143
2023-07-16 11:10:08,0.18124346059318763
2023-07-16 11:10:08,0.20588235294117646
2023-07-16 11:10:08,0.22564182293382393
2023-07-16 11:10:08,0.2055270768301462
2023-07-16 11:10:12,0.1612239204887389
2023-07-16 11:10:12,0.16246211251235324
2023-07-16 11:10:12,0.19318836639999085
2023-07-16 11:10:12,0.24092962022387432
2023-07-16 11:10:12,0.1612239204887389
2023-07-16 11:10:12,0.14570690649263465
2023-07-16 11:10:12,0.18385785699936855
2023-07-16 11:10:12,0.16923136720036794
2023-07-16 11:31:18,0.18848099105706262
2023-07-16 11:31:18,0.21428571428571427
2023-07-16 11:31:18,0.1
2023-07-16 11:31:18,0.14285714285714285
2023-07-16 11:31:18,0.21376593751625425
2023-07-16 11:31:18,0.19026059766179762
2023-07-16 11:31:53,0.22188007849009164
2023-07-16 11:31:59,0.17647058823529413
2023-07-16 11:31:59,0.16666666666666666
2023-07-16 11:31:59,0.20588235294117646
2023-07-16 11:31:59,0.19444444444444445
2023-07-16 11:31:59,0.23488808780588138
2023-07-16 11:31:59,0.16666666666666666
2023-07-16 11:31:59,0.22564182293382393
2023-07-16 11:31:59,0.2055270768301462
2023-07-16 11:31:59,0.17117437944912167
2023-07-16 11:32:00,0.22188007849009164
2023-07-16 11:32:00,0.23684210526315788
2023-07-16 11:32:00,0.17647058823529413
2023-07-16 11:32:00,0.24008172698993846
2023-07-16 11:32:01,0.20588235294117646
2023-07-16 11:32:01,0.15767649936829103
2023-07-16 11:32:02,0.23529411764705882
2023-07-16 11:32:02,0.21347047650771073
2023-07-16 11:32:02,0.21065522529907
2023-07-16 11:32:02,0.18745014804257001
2023-07-16 11:32:02,0.22529441422441898
2023-07-16 11:32:02,0.21376593751625425
2023-07-19 23:07:51,0.2111500763274038
2023-07-19 23:07:51,0.18385785699936855
2023-07-19 23:07:51,0.10397504898200728
2023-07-19 23:07:51,0.13947660132112244
2023-07-19 23:07:51,0.20387445199445448
2023-07-19 23:07:51,0.18385785699936855
2023-07-19 23:07:51,0.16439898730535732
2023-07-19 23:07:51,0.18163064367459994
2023-07-19 23:07:51,0.16127417724876889
2023-07-19 23:07:51,0.1896181852559909
2023-07-19 23:07:51,0.18937452099807514
2023-07-19 23:07:51,0.18163064367459994
2023-07-19 23:07:51,0.15329238620669328
2023-07-19 23:07:51,0.20370542859566668
2023-07-19 23:07:51,0.16127417724876889
2023-07-19 23:07:51,0.19026059766179762
2023-07-19 23:07:51,0.18642019437926072
2023-07-19 23:07:51,0.20433447413392491
2023-07-19 23:07:51,0.16127417724876889
2023-07-19 23:07:51,0.17033740353042218
2023-07-19 23:07:52,0.19325517063098144
2023-07-19 23:07:52,0.19026059766179762
2023-07-19 23:07:52,0.15329238620669328
2023-07-19 23:07:52,0.17374889710522776
2023-07-19 23:07:52,0.1831983729065748
2023-07-19 23:07:52,0.18461603694585593
2023-07-19 23:07:52,0.16439898730535732
2023-07-19 23:07:52,0.19047619047619047
2023-07-19 23:07:52,0.21259139050877143
2023-07-19 23:07:52,0.19340727680042052
2023-07-19 23:07:52,0.16127417724876889
2023-07-19 23:07:52,0.16940579169226613
2023-07-19 23:07:52,0.2158132119814573
2023-07-19 23:07:52,0.24045284556173296
2023-07-19 23:07:52,0.22952317076347237
2023-07-19 23:07:52,0.22952317076347237
2023-07-19 23:07:52,0.23809523809523808
2023-07-19 23:07:52,0.18461603694585593
2023-07-19 23:07:52,0.1339625578297474
2023-07-19 23:07:52,0.15
2023-07-19 23:07:52,0.19340727680042052
2023-07-19 23:07:52,0.19047619047619047
2023-07-19 23:07:52,0.1963383631246505
2023-07-19 23:07:52,0.18181818181818182
2023-07-19 23:07:52,0.23809523809523808
2023-07-19 23:07:52,0.18741389207353001
2023-07-19 23:07:52,0.18442561292721246
2023-07-19 23:07:52,0.1590909090909091
2023-07-19 23:07:52,0.19047619047619047
